batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ESPN,"@wendy.bri?lang=hi-IN, snow?lang=hi-IN, cold?lang=hi-IN",espn,2000000,19900,170800,108600
1,1,original sound - fr0sty_rick,"fyp%E3%82%B7?lang=hi-IN, relatable?lang=hi-IN, trending?lang=hi-IN, aylecia?lang=hi-IN, blowthisup?lang=hi-IN, viral?lang=hi-IN, qtips?lang=hi-IN",leci.bby,280700,629,15600,165
1,2,original sound - Paul,,asher.lara,255300,1443,15800,1209
1,3,original sound - Date Right Stuff,fyp?lang=hi-IN,daterightstuff,339700,6714,17000,20000
1,4,original sound - Kira Kosarin,@emlyn_music?lang=hi-IN,kirakosarin,233000,612,16400,424
1,5,original sound - Read Choi,"skit?lang=hi-IN, sketch?lang=hi-IN, relatable?lang=hi-IN, lol?lang=hi-IN, lmao?lang=hi-IN, school?lang=hi-IN",readchoi,712900,4006,70600,4985
1,6,Coup du marteau - Tam Sir,,yalicekone,273100,2920,22200,2032
1,7,original sound - Omer Majid,,omermajidshorts,23000,110,1102,114
1,8,original sound - mya ★,"piperrockelle?lang=hi-IN, piperrockellebby?lang=hi-IN, piperrockelleedit?lang=hi-IN, txunamy?lang=hi-IN, familadiamond?lang=hi-IN, txunamyedit?lang=hi-IN, edit?lang=hi-IN, capcut?lang=hi-IN, fyp?lang=hi-IN, foryou?lang=hi-IN, foryoupage?lang=hi-IN",pipersluvas,122300,437,13500,273
1,9,original sound - Ben Nuttall,,bnfreestyle,22000,7268,2930,1157
1,10,オリジナル楽曲 - Bento Club,,bento_club,25700,464,2336,13
1,11,Rocking A Cardigan in Atlanta - lil Shordie Scott,,shafar_sjcs,2688,20,345,4
2,0,People used my sound Question Mark - aeirein,@iammarcohall?lang=hi-IN,brookeashleyhall,243200,521,11500,807
2,1,original sound - Wow Oddly Satisfying,onthisday?lang=hi-IN,wowoddlysatisfying,13000,6682,4321,1773
2,2,original sound - brentrivera_fan,"aelfriceden?lang=hi-IN, aelfricedenfamily?lang=hi-IN, outfit?lang=hi-IN, aelfricedenjoke?lang=hi-IN, foryou?lang=hi-IN, fyp?lang=hi-IN, fun?lang=hi-IN",brentriveraoa,8053,40,785,124
