batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - yana ୨ৎ,"@summerxiriss, @theaishahsofey",sophieraiin,528600,3117,84800,7497
1,1,original sound - Paul Olima,"Flying, Plane, Airports, @svengudvunsun, @meettheharrisons, @emilyfayemiller",olima_omega,210000,1469,16800,3712
1,2,original sound - torross.crafted,"leatherasmr, leathercraft",torross.crafted,4300000,26200,278000,42100
1,3,original sound - Aditya 💫🥀,"timoth%C3%A8echalamet, viral",timmy_chalametfan,96500,1586,20600,951
1,4,original sound - ThatMarioGuyZiggy,"fyp, fypage, fypviral%E3%82%B7, capcut, meme, memecut, elmodriving, gaming, mariokart, mariokart8deluxe, nintendoswitch, gamingclips, trending, funny, viral, viralvideo",thatmarioguyziggy,95100,421,8365,8198
1,5,Мой мармеладный (Я не права) - Катя Лель,"fortniteclips, fortnite, fortnitebr, fyp",zxsquids,236900,1800,35000,1458
1,6,This Is How We Do It (Album Version) - Montell Jordan,"iloveyoubro, friendshipgoals, bromance, sneakersaddict",brotherswhiskey,560200,2865,15700,5659
1,7,original sound - Celow brown 🖤,"fyp, neveragain, blowthisup, wrongchoice, fyp, rodwave, relatable",abdi.mali5,1300000,7265,108100,24900
1,8,Raise your glass - Speed up songs ♡,"fyp, braces, trending",autumnnmonique,272100,3029,21300,658
1,9,original sound - ABKYS,,aubreykeeyyysss,30400,1342,1129,120
1,10,original sound - Force_Effects,"crime, theft, gift, giftcards, store, christmas, criminal, thief, saftey, security",force_effects,694600,15100,71900,129000
2,0,оригінальний звук - music ♫,"lego, legobatcave",ema_bb0,713200,7757,68400,4719
2,1,original sound - Slim 199x,,sophieraiin,2700000,11400,380700,24900
2,2,original sound - ava 🧘‍♀️,,daisybloomss,39900,168,4571,96
2,3,оригинальный звук - никто,,theaishahsofey,601600,5514,97200,3322
2,4,All I Want for Christmas Is You - Mariah Carey,,giuliacorrado_,67600,2249,5684,3199
2,5,That's My Best Friend - Tokyo Vanity,,oftyleridol,31300,184,3697,103
2,6,original sound - Kervo.dolo,"fyp, foryoupage",kervo.dolo,6300000,43300,576600,126700
2,7,оригинальный звук - scar1exa,,awkspew.roo2,694900,3684,58900,13000
2,8,original sound - 🪽,,madsippin,108,5,2,0
2,9,Coda (Instrumental) - BLVKSHP,,itstopshelf,264200,2930,56600,14500
2,10,original sound - D2 SHOTS,,mia.saaoud,9801,123,1545,147
2,11,original sound - I love Money,,ilovemoney.078,9055,73,497,85
2,12,original sound - Zach Choi,"tiktokfood, asmr",thezachchoi,378000,1219,28800,2686
2,13,they snubbed rhea seehorn - kim wexler’s wife 🇵🇸,"tall, tallgirlproblems, tallpeopleproblems, height, tallgirl",kiley_langille,1017,43,145,4
2,14,original sound - Nostalgia Chick ✨,,lelasohna,63900,123,10800,416
2,15,TRANSGENDER (PEARL WHITE VIP) - PEARL WHITE,"fyp, bradleymartyn, rawtalk, n3on, samfrank, podcast",bradleymartyn,135600,628,6434,180
2,16,Pick up the phone - 𝕮𝖔𝖊𝖑𝖍𝖆✞,,ema_bb0,156800,1907,24300,1324
2,17,original sound - Lara Rose,"fyp, skit",lararoseb,14200,55,2256,40
2,18,sonido original - Hannapunzel 💕,,hanapunzell,180500,907,17700,804
2,19,snooze - sped up audios 🎧,,layloolaaaaaa,3311,220,669,108
2,20,original sound - Gavin.kernstinee,igmirandahhmarie,mirandahshaul,209900,2069,12700,4344
2,21,Emotional Piano for the Soul (Inspirational Background Music) - Fearless Motivation Instrumentals,,juliasweet5154,6977,1198,163,23
2,22,som original - ₊˚ Ｍ ａ ｈ⚡️,,knz.07_,1900000,5265,182500,41600
