batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,оригинальный звук - 𝙢𝙪𝙨𝙞𝙘 𝙨𝙥𝙚𝙙 𝙪𝙥,"%D0%B2%D1%80%D0%B5%D0%BA%D0%B0%D1%85, %D0%B2%D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8, garkunfan, __garkundl__",___garkundlfan_____,101300,230,20800,474
1,1,,fyp%E3%82%B7,,327900,991,48600,2008
1,2,,"seungmin, kimseungmin, straykids, skz, stay, lovestay, kpop, edit, %EB%8F%85group, capcut",,516900,3514,132400,9054
1,3,,"mom, love, bday, special, missyou, birthdaygirl, loveyou, memories, babyboy, moments, bestpart",,677300,21900,34800,8825
1,4,,"shlay%F0%9F%91%B8%F0%9F%8F%BB, shlaynation%E2%9D%A4%EF%B8%8F%F0%9F%A4%9F%F0%9F%8F%BE%F0%9F%94%90, haitiantiktok%F0%9F%87%AD%F0%9F%87%B9, congelar, %E0%B8%AA%E0%B8%9B%E0%B8%B5%E0%B8%94%E0%B8%AA%E0%B9%82%E0%B8%A5%E0%B8%A7%E0%B9%8C, %E0%B8%AA%E0%B9%82%E0%B8%A5%E0%B8%A7%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%97",,123300,1825,10000,640
1,5,,"fyp, dog",,664100,3939,74800,15800
1,6,,"atodamadre%F0%9F%8F%A7, %F0%9F%A4%99%F0%9F%8F%BD%E2%80%BC%EF%B8%8F%F0%9F%8F%A7%E2%80%BC%EF%B8%8F%F0%9F%A4%99%F0%9F%8F%BD, dd%F0%9F%92%ABuniverse, wyoming",,522700,3713,36600,143000
1,7,,"fu, erich, money",,1000000,23400,90900,18200
1,8,,"ikea, joinmylive, justinkittelson",justinkittelson,151300,428,7251,248
2,0,,"fyp%E3%82%B7%E3%82%9Aviral%F0%9F%96%A4tiktok, fyp, capcut",,135900,1066,4656,2855
2,1,,"%D8%A7%D8%B7%D9%81%D8%A7%D9%84, %D8%A7%D8%B7%D9%81%D8%A7%D9%84%D9%86%D8%A7_%D8%B3%D8%B1_%D8%B3%D8%B9%D8%A7%D8%AF%D8%AA%D9%86%D8%A7",,43900,404,4280,7857
2,2,,"sister, sisters, mysister, family, love, sistergoals, sistersforever, sisterhood, fyp, quotes, poem",,8372,146,1521,7972
2,3,,,leannemorgancomedy,32400,407,1346,2318
2,4,,,,27900,128,1504,11200
2,5,,"leannemorgan, standupcomedy",leannemorgancomedy,46300,226,1497,8903
2,6,,"fpy, foryou, foryouu, tiktokmyanmar, %E1%80%99%E1%80%BC%E1%80%84%E1%80%BA%E1%80%95%E1%80%AB%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%E1%80%95%E1%80%AE%E1%80%B8%E1%80%81%E1%80%BB%E1%80%85%E1%80%BA%E1%80%80%E1%80%BB%E1%80%BD%E1%80%99%E1%80%BA%E1%80%B8%E1%80%9D%E1%80%84%E1%80%BA%E1%80%A1%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%B7%F0%9F%A4%92%F0%9F%96%A4, tachileik, tachlieik%F0%9F%8F%B3%EF%B8%8F%E2%80%8D%F0%9F%8C%88%F0%9F%8F%B3%EF%B8%8F%E2%80%8D%F0%9F%8C%88",,71800,990,3073,364
2,7,,,leannemorgancomedy,21100,286,713,1928
2,8,,"crossfit, leannemorgan, comedy",leannemorgancomedy,22300,122,638,1254
2,9,,capcut,,38600,163,2450,609
2,10,,"money, family, mannixmanagement, mannixfam, mannix, viral, yabbyforever, yabby, yabbyofficial, yabbyupdate, yabby, yabbyfans, sabbyandyaji, sabbyjaeyarondilla, sabbylangmalakas, sabbyandjustine, sabbyandsophia, sabby, fyp%E3%82%B7, fyp, foryou, fyp, fyp%E3%82%B7, fyppppppppppppppppp, pov, povstories, asmr, story, viraltiktok, slime, slimestory, manixfam, drixby, jussby, jussbylangsakalam, thoc, thehouseofcollabdito, slimestorytime, thocseason2, thocseason3, slimeasmr, chocolate",,36200,6999,16400,18300
2,11,,", collegefootball, ncaa",leannemorgancomedy,12900,153,412,730
2,12,,"daughters, middlechild, comedy, leannemorgan",leannemorgancomedy,18900,98,461,445
2,13,,"fyp, %E1%80%9A%E1%80%AF%E1%80%B6%E1%80%90%E1%80%99%E1%80%BA%E1%80%B8, %E1%80%A1%E1%80%80%E1%80%BC%E1%80%AE%E1%80%B8%E1%80%94%E1%80%B2%E1%80%B7%E1%80%A1%E1%80%84%E1%80%9A%E1%80%BA%E1%80%90%E1%80%B1%E1%80%AC%E1%80%B7%E1%80%A1%E1%80%86%E1%80%84%E1%80%BA%E1%80%95%E1%80%BC%E1%80%B1%E1%80%9E%E1%80%BD%E1%80%AC%E1%80%B8%E1%80%80%E1%80%BC%E1%80%95%E1%80%BC%E1%80%AE",,367800,1245,13700,1050
2,14,,"school, family, comedy, leannemorgan",leannemorgancomedy,28800,168,772,3021
2,15,,"capcut%F0%9F%92%9D, tamillyricsvideo, fyp%E3%82%B7%E3%82%9Aviral%F0%9F%96%A4tiktok%E2%98%86%E2%99%A1%F0%9F%A6%8B, tiktok%F0%9F%92%9C, capcut",,3873,53,380,1172
2,16,,,,22900,186,1091,836
