batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,1milisecond - okyrochok,"pubgmobile?lang=de-DE, pubgm?lang=de-DE, pubglover?lang=de-DE, victorultrapromax?lang=de-DE, fyp%E3%82%B7?lang=de-DE",itz.jamil.jan,35600,349,3154,687
1,1,原聲 - Chequanxiaoqiao,"car?lang=de-DE, carsafety?lang=de-DE, driving?lang=de-DE, tips?lang=de-DE, skills?lang=de-DE, carsoft?lang=de-DE, cardriving?lang=de-DE",chequanxiaoqiao,34100,312,7522,9563
1,2,cook clean plot twist tyananana - tyana 𖡼,,kristinashaabanofficial,22100,95,1366,135
1,3,nhạc nền - LamboTelevision,"fyp?lang=de-DE, foryou?lang=de-DE, foryoupage?lang=de-DE, pov?lang=de-DE, lambotelevision?lang=de-DE",lambottelevision,428200,1624,62300,2172
1,4,original sound - Hannah Stocking,@lelepons?lang=de-DE,hannahstocking,2600000,8796,115000,48500
1,5,aeh eah eah eoh - Angel,,haleyybaylee,85700,632,4136,134
1,6,现在不合适那就以后高处见吧 - 听风人,"fyp?lang=de-DE, foryou?lang=de-DE, foryoupage?lang=de-DE, experiment?lang=de-DE",s1_funny,2100000,16100,93600,6737
1,7,orijinal ses - caner,pareja?lang=de-DE,pilaarmelissari,599000,1594,32900,6091
1,8,original sound - X,stitch?lang=de-DE,xtina.snow,394500,706,16600,7063
1,9,original sound - Devan Van Tonder,"itmightbekokii?lang=de-DE, fyp?lang=de-DE, fyp%E3%82%B7%E3%82%9Aviral?lang=de-DE, mzansicomedy?lang=de-DE, relateable?lang=de-DE, viralvideo?lang=de-DE",yourneighborhoodstar,198000,1195,28700,2187
2,0,original sound - Cheryl Porter | Vocal Coach,"evanrileysings?lang=de-DE, evanriley?lang=de-DE, cherylportervocalcoach?lang=de-DE, mimemamomu?lang=de-DE, voiceteacher?lang=de-DE, carpool?lang=de-DE",cherylporterdiva,4800000,23500,308400,30300
2,1,오리지널 사운드 - 꽥보석,"hulk?lang=de-DE, marvel?lang=de-DE, %EC%B6%94%EC%B2%9C%EB%96%A0%EB%9D%BC?lang=de-DE",boseok751,569700,20100,68300,68400
2,2,original sound - Seventhu,"fyp?lang=de-DE, foryou?lang=de-DE, viral?lang=de-DE, trending?lang=de-DE, chrizzhall?lang=de-DE",chrizzhall,1700000,29600,152600,62300
2,3,original sound - ULTIMATE,"@krystalmarietello39?lang=de-DE, butterflycut?lang=de-DE, haircut?lang=de-DE, diyhair?lang=de-DE, fyp?lang=de-DE, beauty?lang=de-DE",ultimatebykomi,2500000,20600,453300,161100
2,4,original sound - Devon Rodriguez,,devonrodriguezart,4300000,41800,251200,52800
2,5,som original - Danieljubnelson,"videoviral?lang=de-DE, fy?lang=de-DE",danieljubnelson,8300000,129699,516900,321600
2,6,original sound - Tia,"puzzle?lang=de-DE, fyp?lang=de-DE, foryou?lang=de-DE, ffs?lang=de-DE",tianortonx,8100000,64200,562200,285500
2,7,original sound - Jay & Sharon,dadlife?lang=de-DE,jayandsharon,5200000,43200,421300,49600
2,8,original sound - FunnyCatsofTiktok,"funnycats?lang=de-DE, funnyanimals?lang=de-DE, funnypets?lang=de-DE",funnycats0ftiktok,5900000,44000,708900,198400
