batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - GOD MY CREATOR,,faithsolomon11,88000,35500,14900,7634
1,1,Bodega Flowers - Skyzoo,fyp%E3%82%B7?lang=de-DE,urrfav._.delusional,2100000,6977,295900,23900
1,2,original sound - 승빈Seungbin,,hwangseungbin29,66500,279,7012,507
1,3,original sound - ELA & UNA,funnyvideos%F0%9F%98%82?lang=de-DE,predin_eleonora,69300,341,4967,195
1,4,original sound - Jack Doherty,"@itscamillaara?lang=de-DE, jackdoherty?lang=de-DE",jackdoherty,41400,210,2868,48
1,5,original sound - Topmobilegamesoffline_,"topgames?lang=de-DE, mobilegames?lang=de-DE, bestgames?lang=de-DE, freegames?lang=de-DE, warmachines?lang=de-DE",topmobilegamesoffline_,16000,152,2475,53000
1,6,original sound - FunnyCatsofTiktok,"funnycats?lang=de-DE, funnyanimals?lang=de-DE, funnypets?lang=de-DE",funnycats0ftiktok,7100000,30300,1100000,120600
1,7,original sound - kokoandsymba,"fyp?lang=de-DE, trending?lang=de-DE, viral?lang=de-DE, couple?lang=de-DE, relatable?lang=de-DE",kokoandsymba,277900,1055,15700,8331
1,8,original sound - Vladica Tatica,"balkan?lang=de-DE, fyp?lang=de-DE, vladicatatica?lang=de-DE",vladica_tatica,14500,237,1488,270
1,9,/ (Forgotten) - mikeeysmind,"midskinfade?lang=de-DE, midtaper?lang=de-DE, barber?lang=de-DE, barbertok?lang=de-DE, buzz?lang=de-DE, foryou?lang=de-DE, fyp?lang=de-DE",10cutz,283000,3036,13700,995
2,0,original sound - KikbacwitK,"comb?lang=de-DE, bloodie?lang=de-DE, kikbacwitk?lang=de-DE",kikbacwitk,205200,703,24400,364
2,1,Moves Zach Diamond - Zach Diamond,,zachdiamond_,1300000,3971,191600,3204
2,2,Originalton - Dream destinations 🌍,,flavorglobe,320200,1521,57500,6192
2,3,nhạc nền - TheChurcoFamily,,thechurcofamily90,242000,574,15700,1251
2,4,原聲 - laikyn lazarus,"film?lang=de-DE, movie?lang=de-DE",laikyn.lazarus,80200,1147,6329,308
2,5,original sound - Health knowledge3,"health?lang=de-DE, didyouknow?lang=de-DE, nowyouknow?lang=de-DE, foryou?lang=de-DE, fyp?lang=de-DE, watermelon?lang=de-DE",user9824236309068,256500,2712,39200,42300
2,6,original sound - Vincent henry,"merrychristmas?lang=de-DE, family?lang=de-DE",vicent_henry,620700,2356,50300,3760
2,7,original sound - Super Zoomy ⚡,"roblox?lang=de-DE, robloxedit?lang=de-DE, robloxgames?lang=de-DE, robloxgamestoplay?lang=de-DE",superzoomy_,17100,142,2993,58
2,8,original sound - 승빈Seungbin,,hwangseungbin29,55200,213,3466,517
2,9,original sound - Josh Liljenquist,,joshlilj,538600,1421,20100,650
2,10,original sound - Kayla Ann ✨🫶🏼💫,"@ameera_gojo?lang=de-DE, fyp?lang=de-DE, fidgets?lang=de-DE, fidgettoys?lang=de-DE, satisfying?lang=de-DE, satisfyingvideo?lang=de-DE, oddlysatisfying?lang=de-DE, squishy?lang=de-DE, popit?lang=de-DE, simpledimple?lang=de-DE, emojis?lang=de-DE, emojichallenge?lang=de-DE, challenge?lang=de-DE, shopping?lang=de-DE, shopwithme?lang=de-DE, slime?lang=de-DE, blowthisup?lang=de-DE, popular?lang=de-DE, trend?lang=de-DE, trendy?lang=de-DE, trending?lang=de-DE",kayladrwal02,85300,4653,6581,142
2,11,original sound - Stan Browney,,stanbrowney,172000,457,9443,114
2,12,original sound - Justin Han,,justinhansomes,332500,1580,56900,2890
2,13,original sound - Ken Rose,"fyp?lang=de-DE, foryou?lang=de-DE, 4u?lang=de-DE, getreadywithme?lang=de-DE, @quirenea?lang=de-DE",therealitsken,182200,1269,15800,309
2,14,Dandelions (slowed + reverb) - Ruth B. & sped up + slowed,"fyp%E3%82%B7?lang=de-DE, trending?lang=de-DE, viral?lang=de-DE, couple?lang=de-DE, couplegoals?lang=de-DE, love?lang=de-DE, boyfriend?lang=de-DE, themacfamily?lang=de-DE",themacfamily,547600,1856,47300,2972
2,15,original sound - Movie 🍿 Clips 🎥,"dharmann?lang=de-DE, movie?lang=de-DE",movie_clipsfr,200300,854,16800,297
2,16,Love You So - The King Khan & BBQ Show,"@austinsprinz?lang=de-DE, @grammys?lang=de-DE, @recordingacademy?lang=de-DE, foryou?lang=de-DE, taylorswift?lang=de-DE, leethe4th?lang=de-DE, grammys?lang=de-DE",leethe4th,236900,946,12400,151
2,17,My Memory Piano Winter Sonata Ost (Cover) - Lekson,,sharonfrench20000,26300,137,1930,114
2,18,original sound - monika,"fyp?lang=de-DE, movie?lang=de-DE, film?lang=de-DE",monika_movie,23700,53,2381,102
2,19,original sound - Mad Stories,"truestory?lang=de-DE, learnontiktok?lang=de-DE",madmaskstories,42400,316,4743,136
2,20,original sound - MC Squared90,"funny?lang=de-DE, comedy?lang=de-DE, gamer?lang=de-DE, relatable?lang=de-DE, skit?lang=de-DE, bald?lang=de-DE",mcsquared90,19600,294,3306,183
2,21,original sound - qiwiie,malaysianteacher?lang=de-DE,msqiwiie,928500,4053,45500,1233
2,22,original sound - Wouldyourather!,"crocs?lang=de-DE, game?lang=de-DE, yeezyslides?lang=de-DE, quiz?lang=de-DE, trivia?lang=de-DE, game?lang=de-DE, thisorthatsblv?lang=de-DE, crocs?lang=de-DE, whatwouldyouratherhave?lang=de-DE, fyp?lang=de-DE, fyp%E3%82%B7%E3%82%9Aviral?lang=de-DE, nyc?lang=de-DE, newjersey?lang=de-DE, newyorkcity?lang=de-DE",wouldyourather.officiaal,537,276,93,248
2,23,original sound - SwagBoyQ on IG,,swagboyq,147300,902,8010,269
2,24,Love Grows (Where My Rosemary Goes) - Sonny Tennet,recovery?lang=de-DE,paulieepaull,41600,1820,2629,50
2,25,original sound - Barstool Sports,@barstoolu?lang=de-DE,barstoolsports,35200,134,828,324
2,26,original sound - KEEMOKAZI,,keemokazi,781200,7462,60300,2392
3,0,original sound - 🔥THEKINGOFDIET🔥,"thekingofdietofficial?lang=de-DE, thekingofdiet?lang=de-DE, foodtiktok?lang=de-DE, dayinmylife?lang=de-DE, lifestyle?lang=de-DE, food?lang=de-DE, ceoofcheatmeal?lang=de-DE, foryoupage?lang=de-DE, tiktok?lang=de-DE, foryou?lang=de-DE",thekingofdiet,41500,2523,3770,1602
3,1,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,"teachersoftiktok?lang=de-DE, teachersdressedasstudents?lang=de-DE, teacherfun?lang=de-DE, blackteachersontiktok?lang=de-DE",brittan.ya,3600000,38700,268500,101500
